state,month,handle,sports_books,gross_revenue,adjusted_revenue,gross_win_rate,adjusted_win_rate,mobile_handle_percentage,mobile_handle_dollars,hold,taxes,number_of_regions
Nevada,2019-06-01,322077670,191,16587000,NA,5.15,NA,NA,NA,NA,1119623,NA
Nevada,2019-07-01,235659955,191,10534000,NA,4.47,NA,NA,NA,NA,711045,NA
Nevada,2019-08-01,287757296,191,18733000,NA,6.51,NA,NA,NA,NA,1264478,NA
Nevada,2019-09-01,546358867,187,52068000,NA,9.22,NA,NA,NA,NA,3514590,NA
Nevada,2019-10-01,543552781,191,47887000,NA,8.81,NA,NA,NA,NA,3232373,NA
Nevada,2019-11-01,614118812,191,31013000,NA,5.05,NA,NA,NA,NA,2093378,NA
Nevada,2019-12-01,571179245,191,36327000,NA,6.36,NA,NA,NA,NA,2452073,NA
Nevada,2020-01-01,502543631,191 (15),20152000,NA,4.01,NA,NA,NA,NA,1360260,NA
Nevada,2020-02-01,491782946,191 (15),38064000,NA,7.74,NA,NA,NA,NA,2569320,NA
Nevada,2020-03-01,141165049,191 (15),1454000,NA,1.03,NA,NA,NA,NA,98145,NA
Nevada,2020-04-01,NA,191 (15),NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2020-05-01,NA,191 (15),NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2020-06-01,77903226,185 (15),NA,NA,-0.62,NA,NA,NA,NA,0,NA
Nevada,2020-07-01,163506494,183 (15),6295000,NA,3.85,NA,NA,NA,NA,424913,NA
Nevada,2020-08-01,474469273,190 (15),16986000,NA,3.58,NA,NA,NA,NA,1146555,NA
Nevada,2020-09-01,575069930,190 (15),32894000,NA,5.72,NA,NA,NA,NA,2220345,NA
Nevada,2020-10-01,659222395,191 (15),42388000,NA,6.43,NA,NA,NA,NA,2861190,NA
Nevada,2020-11-01,609536489,188 (14),61807000,NA,10.14,NA,NA,NA,NA,4171973,NA
Nevada,2020-12-01,588014493,180 (14),40573000,NA,6.9,NA,NA,NA,NA,2738678,NA
Nevada,2021-01-01,646679012,180 (14),52381000,NA,8.1,NA,NA,NA,NA,3535718,NA
Nevada,2021-02-01,553843478,180 (14),31846000,NA,5.75,NA,NA,NA,NA,2149605,NA
Nevada,2021-03-01,640781759,180 (14),39344000,NA,6.14,NA,NA,NA,NA,2655720,NA
Nevada,2021-04-01,457798319,179 (14),27239000,NA,5.95,NA,NA,NA,NA,1838633,NA
Nevada,2021-05-01,477583774,175 (14),27079000,NA,5.67,NA,NA,NA,NA,1827833,NA
Nevada,2021-06-01,545514019,176 (14),29185000,NA,5.35,NA,NA,NA,NA,1969988,NA
Nevada,2021-07-01,409852217,176 (14),33280000,NA,8.12,NA,NA,NA,NA,2246400,NA
Nevada,2021-08-01,428149254,176 (14),14343000,NA,3.35,NA,NA,NA,NA,968153,NA
Nevada,2021-09-01,786705370,178 (14),54204000,NA,6.89,NA,NA,NA,NA,3658770,NA
Nevada,2021-10-01,1100501139,178 (14),48312000,NA,4.39,NA,NA,NA,NA,3261060,NA
Nevada,2021-11-01,1085550928,178 (14),71972000,NA,6.63,NA,NA,NA,NA,4858110,NA
Nevada,2021-12-01,1010265822,178 (14),15960000,NA,1.58,NA,NA,NA,NA,1077300,NA
Nevada,2022-01-01,1111044444,178 (14),49997000,NA,4.5,NA,NA,NA,NA,3374798,NA
Nevada,2022-02-01,764924242,178 (14),30291000,NA,3.96,NA,NA,NA,NA,2044643,NA
Nevada,2022-03-01,862757009,178 (14),36926000,NA,4.28,NA,NA,NA,NA,2492505,NA
Nevada,2022-04-01,589356322,178 (14),25367000,NA,4.3,NA,NA,NA,NA,1712273,NA
Nevada,2022-05-01,561309771,178 (14),26999000,NA,4.81,NA,NA,NA,NA,1822433,NA
Nevada,2022-06-01,490411523,179 (14),23834000,NA,4.86,NA,NA,NA,NA,1608795,NA
Nevada,2022-07-01,419147287,179 (14),16221000,NA,3.87,NA,NA,NA,NA,1094918,NA
Nevada,2022-08-01,408854962,178 (14),16068000,NA,3.93,NA,NA,NA,NA,1084590,NA
Nevada,2022-09-01,761099138,178 (14),70630000,NA,9.28,NA,NA,NA,NA,4767525,NA
Nevada,2022-10-01,921539708,178 (14),56859000,NA,6.17,NA,NA,NA,NA,3837983,NA
Nevada,2022-11-01,927857143,178 (14),37671000,NA,4.06,NA,NA,NA,NA,2542793,NA
Nevada,2022-12-01,880462520,175 (14),55205000,NA,6.27,NA,NA,NA,NA,3726338,NA
Nevada,2023-01-01,935788497,175 (14),50439000,NA,5.39,NA,NA,NA,NA,3404633,NA
Nevada,2023-02-01,659361022,175 (14),41276000,NA,6.26,NA,NA,NA,NA,2786130,NA
Nevada,2023-03-01,830511364,175 (14),43851000,NA,5.28,NA,NA,NA,NA,2959943,NA
Nevada,2023-04-01,598044280,175 (14),32414000,NA,5.42,NA,NA,NA,NA,2187945,NA
Nevada,2023-05-01,527438596,175 (14),30064000,NA,5.7,NA,NA,NA,NA,2029320,NA
Nevada,2023-06-01,479949495,175 (14),9503000,NA,1.98,NA,NA,NA,NA,641453,NA
Nevada,2023-07-01,407996769,175 (14),25255000,NA,6.19,NA,NA,NA,NA,1704713,NA
Nevada,2023-08-01,431002381,175 (14),18102000,NA,4.2,NA,NA,NA,NA,1221885,NA
Nevada,2023-09-01,811158854,175 (14),62297000,NA,7.68,NA,NA,NA,NA,4205048,NA
Nevada,2023-10-01,815676647,175 (14),68109000,NA,8.35,NA,NA,NA,NA,4597358,NA
Nevada,2023-11-01,921168539,175 (14),40992000,NA,4.45,NA,NA,NA,NA,2766960,NA
Nevada,2023-12-01,842952924,175 (14),59091000,NA,7.01,NA,NA,NA,NA,3988643,NA
Nevada,2024-01-01,782817412,180 (14),64739000,NA,8.27,NA,NA,NA,NA,4369883,NA
Nevada,2024-02-01,711887073,180 (14),47910000,NA,6.73,NA,NA,NA,NA,3233925,NA
Nevada,2024-03-01,785277045,181 (14),29762000,NA,3.79,NA,NA,NA,NA,2008935,NA
Nevada,2024-04-01,569168207,181 (14),30792000,NA,5.41,NA,NA,NA,NA,2078460,NA
Nevada,2024-05-01,515393419,181 (14),36026000,NA,6.99,NA,NA,NA,NA,2431755,NA
Nevada,2024-06-01,481567044,180 (14),29809000,NA,6.19,NA,NA,NA,NA,2012108,NA
Nevada,2024-07-01,375918367,180 (14),25788000,NA,6.86,NA,NA,NA,NA,1740690,NA
Nevada,2024-08-01,455828780,179 (14),25025000,NA,5.49,NA,NA,NA,NA,1689188,NA
Nevada,2024-09-01,764966887,180 (14),80857000,NA,10.57,NA,NA,NA,NA,3175131,NA
Nevada,2024-10-01,794780220,180 (14),28930000,NA,3.64,NA,NA,NA,NA,3621556,NA
Nevada,2024-11-01,837828784,180 (14),67529000,NA,8.06,NA,NA,NA,NA,3608005,NA
Nevada,2024-12-01,821648352,180 (14),14954000,NA,1.82,NA,NA,NA,NA,4153047,NA
Nevada,2025-01-01,796860592,180 (14),72594000,NA,9.11,NA,NA,NA,NA,4900095,NA
Nevada,2025-02-01,604787701,180 (14),41307000,NA,6.83,NA,NA,NA,NA,2788223,NA
Nevada,2025-03-01,859459459,180 (14),22260000,NA,2.59,NA,NA,NA,NA,1502483,NA
Nevada,2025-04-01,618836043,180 (14),42571000,NA,6.88,NA,NA,NA,NA,2873543,NA
Nevada,2025-05-01,576728395,180 (14),46715000,NA,8.1,NA,NA,NA,NA,3153330,NA
Nevada,2025-06-01,500790520,180 (14),42419000,NA,8.47,NA,NA,NA,NA,2838983,NA
Nevada,2025-07-01,419360157,180 (14),37824000,NA,9.02,NA,NA,NA,NA,2553120,NA
New Hampshire,2019-12-01,360726,1 (1),44759,NA,12.41,NA,NA,360726,NA,19403,NA
New Hampshire,2020-01-01,16834974,1 (1),1643793,NA,9.76,NA,NA,16834974,NA,713311,NA
New Hampshire,2020-02-01,22130928,1 (1),1359395,NA,6.14,NA,NA,22130928,NA,613679,NA
New Hampshire,2020-03-01,8768769,1 (1),818605,NA,9.34,NA,NA,8768769,NA,394229,NA
New Hampshire,2020-04-01,3774688,1 (1),262393,NA,6.95,NA,NA,3774688,NA,126090,NA
New Hampshire,2020-05-01,7180450,1 (1),424947,NA,5.92,NA,NA,7180450,NA,187743,NA
New Hampshire,2020-06-01,8138722,1 (1),691103,NA,8.49,NA,NA,8138722,NA,313156,NA
New Hampshire,2020-07-01,11623208,1 (1),1268688,NA,10.92,NA,NA,11623208,NA,602156,NA
New Hampshire,2020-08-01,27496050,2 (1),1366338,NA,4.97,NA,NA,26382460,NA,596720,NA
New Hampshire,2020-09-01,41373620,2 (1),2290364,NA,5.54,NA,NA,36566005,NA,990885,NA
New Hampshire,2020-10-01,47055486,2 (1),4203875,NA,8.93,NA,NA,40218324,NA,2001597,NA
New Hampshire,2020-11-01,46523447,2 (1),4770459,NA,10.25,NA,NA,38884297,NA,2323843,NA
New Hampshire,2020-12-01,51649897,2 (1),4537653,NA,8.79,NA,NA,43685483,NA,2137406,NA
New Hampshire,2021-01-01,59795433,2 (1),4197029,NA,7.02,NA,NA,49438864,NA,1886506,NA
New Hampshire,2021-02-01,50995349,2 (1),1787930,NA,3.51,NA,NA,42973781,NA,769387,NA
New Hampshire,2021-03-01,55800096,2 (1),4254732,NA,7.62,NA,NA,44439196,NA,1925260,NA
New Hampshire,2021-04-01,46700713,2 (1),3302340,NA,7.07,NA,NA,37416611,NA,1480847,NA
New Hampshire,2021-05-01,42367381,2 (1),3115230,NA,7.35,NA,NA,33275341,NA,1433622,NA
New Hampshire,2021-06-01,39268179,2 (1),3869773,NA,9.85,NA,NA,31092544,NA,1797118,NA
New Hampshire,2021-07-01,36724165,2 (1),3062545,NA,8.34,NA,NA,30374557,NA,1468578,NA
New Hampshire,2021-08-01,36319740,2 (1),1594235,NA,4.39,NA,NA,29560636,NA,723016,NA
New Hampshire,2021-09-01,68123241,2 (1),3767115,NA,5.53,NA,NA,50458885,NA,1758214,NA
New Hampshire,2021-10-01,98191306,3 (1),5409197,NA,5.51,NA,NA,68134947,NA,2560651,NA
New Hampshire,2021-11-01,83168812,3 (1),6172586,NA,7.42,NA,NA,62351658,NA,2926241,NA
New Hampshire,2021-12-01,86449528,3 (1),2645934,NA,3.06,NA,NA,65597902,NA,1143356,NA
New Hampshire,2022-01-01,99540825,3 (1),8029427,NA,8.07,NA,NA,81563752,NA,3875782,NA
New Hampshire,2022-02-01,70866282,3 (1),1019097,NA,1.44,NA,NA,59088306,NA,458353,NA
New Hampshire,2022-03-01,78811441,3 (1),5283248,NA,6.7,NA,NA,60322277,NA,2506864,NA
New Hampshire,2022-04-01,73149079,3 (1),3436446,NA,4.7,NA,NA,60457714,NA,1514431,NA
New Hampshire,2022-05-01,76199157,3 (1),5720931,NA,7.51,NA,NA,60875507,NA,2637598,NA
New Hampshire,2022-06-01,53567757,3 (1),4819197,NA,9,NA,NA,41563223,NA,2216742,NA
New Hampshire,2022-07-01,42653152,3 (1),4476145,NA,10.49,NA,NA,33107377,NA,2115043,NA
New Hampshire,2022-08-01,43372007,3 (1),4199240,NA,9.68,NA,NA,32871644,NA,1927109,NA
New Hampshire,2022-09-01,78237751,3 (1),7358206,NA,9.4,NA,NA,58474895,NA,3249389,NA
New Hampshire,2022-10-01,91345018,3 (1),9078684,NA,9.94,NA,NA,68243863,NA,4482596,NA
New Hampshire,2022-11-01,93090530,3 (1),4963900,NA,5.33,NA,NA,69073173,NA,2176120,NA
New Hampshire,2022-12-01,90894582,3 (1),8330161,NA,9.16,NA,NA,65889482,NA,3809372,NA
New Hampshire,2023-01-01,97163182,3 (1),12317536,NA,12.68,NA,NA,75252884,NA,5604577,NA
New Hampshire,2023-02-01,86999460,3 (1),7112917,NA,8.18,NA,NA,75498131,NA,3238964,NA
New Hampshire,2023-03-01,103390747,3 (1),4828031,NA,4.67,NA,NA,93413540,NA,2126878,NA
New Hampshire,2023-04-01,65083883,3 (1),6670482,NA,10.25,NA,NA,56831247,NA,2997574,NA
New Hampshire,2023-05-01,52137614,3 (1),7042470,NA,13.51,NA,NA,46418118,NA,3078159,NA
New Hampshire,2023-06-01,39307739,3 (1),4372429,NA,11.12,NA,NA,34767695,NA,1944484,NA
New Hampshire,2023-07-01,36929342,3 (1),3511867,NA,9.51,NA,NA,33424747,NA,1551249,NA
New Hampshire,2023-08-01,38765940,3 (1),3344212,NA,8.63,NA,NA,34773048,NA,1454175,NA
New Hampshire,2023-09-01,66848811,3 (1),6178362,NA,9.24,NA,NA,59194622,NA,2687999,NA
New Hampshire,2023-10-01,77838541,3 (1),8781951,NA,11.28,NA,NA,65851406,NA,3806755,NA
New Hampshire,2023-11-01,78491464,3 (1),8228924,NA,10.48,NA,NA,67863720,NA,3593339,NA
New Hampshire,2023-12-01,78750682,3 (1),7652564,NA,9.72,NA,NA,67016830,NA,3377024,NA
New Hampshire,2024-01-01,73301559,3 (1),9820633,NA,13.4,NA,NA,62716814,NA,4452042,NA
New Hampshire,2024-02-01,62274731,3 (1),6585297,NA,10.57,NA,NA,55854206,NA,2864800,NA
New Hampshire,2024-03-01,72597058,3 (1),5585067,NA,7.69,NA,NA,65017925,NA,2431041,NA
New Hampshire,2024-04-01,59854282,3 (1),5331763,NA,8.91,NA,NA,53515714,NA,2306465,NA
New Hampshire,2024-05-01,58030362,3 (1),6516847,NA,11.23,NA,NA,51699250,NA,2835816,NA
New Hampshire,2024-06-01,49390844,3 (1),5277087,NA,10.68,NA,NA,44555480,NA,2294205,NA
New Hampshire,2024-07-01,48323804,3 (1),3530238,NA,7.31,NA,NA,45395381,NA,1533619,NA
New Hampshire,2024-08-01,49374544,3 (1),3382539,NA,6.85,NA,NA,45775140,NA,1705782,NA
New Hampshire,2024-09-01,72763323,3 (1),9259141,NA,12.73,NA,NA,64325088,NA,3998068,NA
New Hampshire,2024-10-01,79350927,3 (1),5867086,NA,7.39,NA,NA,69544157,NA,2550018,NA
New Hampshire,2024-11-01,87260891,3 (1),10477104,NA,12.01,NA,NA,75079014,NA,4633499,NA
New Hampshire,2024-12-01,80860363,3 (1),7435524,NA,9.2,NA,NA,71614850,NA,3250223,NA
New Hampshire,2025-01-01,78945312,3 (1),11139731,NA,14.11,NA,NA,71750567,NA,4944910,NA
New Hampshire,2025-02-01,63260876,3 (1),8000193,NA,12.65,NA,NA,58872159,NA,3487740,NA
New Hampshire,2025-03-01,77467758,3 (1),6792080,NA,8.77,NA,NA,70323366,NA,2962111,NA
New Hampshire,2025-04-01,68763478,3 (1),7652632,NA,11.13,NA,NA,63309368,NA,3326445,NA
New Hampshire,2025-05-01,61465858,3 (1),8064113,NA,13.12,NA,NA,56401060,NA,3596561,NA
New Hampshire,2025-06-01,50555000,3 (1),6890533,NA,13.63,NA,NA,47202145,NA,2929436,NA
New Hampshire,2025-07-01,47393114,3 (1),5315372,NA,11.22,NA,NA,44191929,NA,2311388,NA
New Hampshire,2025-08-01,68232828,3 (1),6466670,NA,9.48,NA,NA,64883144,NA,2809304,NA
New Jersey,2018-06-01,16409619,NA,3458668,NA,21.08,NA,NA,0,NA,293987,NA
New Jersey,2018-07-01,40682237,NA,3831141,NA,9.42,NA,NA,0,NA,328556,NA
New Jersey,2018-08-01,95634048,NA,9182943,NA,9.6,NA,NA,21714157,NA,921702,NA
New Jersey,2018-09-01,183948404,NA,23961038,NA,13.03,NA,NA,104885673,NA,2603059,NA
New Jersey,2018-10-01,260711301,NA,11686119,NA,4.48,NA,NA,174369684,NA,1382026,NA
New Jersey,2018-11-01,330748563,NA,21243865,NA,6.42,NA,NA,238615611,NA,2464169,NA
New Jersey,2018-12-01,319173548,NA,20814222,NA,6.52,NA,NA,241043289,NA,2421726,NA
New Jersey,2019-01-01,385279662,NA,18774940,NA,4.87,NA,NA,304973986,NA,2294556,NA
New Jersey,2019-02-01,320368087,NA,12732240,NA,3.97,NA,NA,258871597,NA,1662144,NA
New Jersey,2019-03-01,372451342,NA,31669387,NA,8.5,NA,NA,298282154,NA,3702001,NA
New Jersey,2019-04-01,313719562,NA,21215747,NA,6.76,NA,NA,253976244,NA,2551688,NA
New Jersey,2019-05-01,318940677,NA,15536384,NA,4.87,NA,NA,263552319,NA,1940502,NA
New Jersey,2019-06-01,273222975,NA,9701925,NA,3.55,NA,NA,226702566,NA,1142871,NA
New Jersey,2019-07-01,251371272,NA,17884790,NA,7.11,NA,NA,213038739,NA,2140116,NA
New Jersey,2019-08-01,293594862,NA,25210342,NA,8.59,NA,NA,249237590,NA,3010078,NA
New Jersey,2019-09-01,445563503,NA,37883375,NA,8.5,NA,NA,374246343,NA,4539335,NA
New Jersey,2019-10-01,487924504,NA,46393537,NA,9.51,NA,NA,416964519,NA,5664718,NA
New Jersey,2019-11-01,562675543,NA,32895546,NA,5.85,NA,NA,486784645,NA,4046505,NA
New Jersey,2019-12-01,557786161,NA,29424884,NA,5.28,NA,NA,488931379,NA,3740893,NA
New Jersey,2020-01-01,540113452,NA,53561626,NA,9.92,NA,NA,471149117,NA,6591383,NA
New Jersey,2020-02-01,494813807,NA,17000928,NA,3.44,NA,NA,436492186,NA,2248435,NA
New Jersey,2020-03-01,181908529,NA,13181101,NA,7.25,NA,NA,163449027,NA,1732276,NA
New Jersey,2020-04-01,54593092,NA,2634050,NA,4.82,NA,NA,54593092,NA,356726,NA
New Jersey,2020-05-01,117821281,NA,9912062,NA,8.41,NA,NA,117821281,NA,1303244,NA
New Jersey,2020-06-01,165014553,NA,12630292,NA,7.63,NA,NA,165014553,NA,1652950,NA
New Jersey,2020-07-01,315118105,NA,29552167,NA,9.38,NA,NA,295804327,NA,3671891,NA
New Jersey,2020-08-01,667979150,NA,39507181,NA,5.91,NA,NA,601942486,NA,4919340,NA
New Jersey,2020-09-01,748588349,NA,45083178,NA,6.02,NA,NA,678745374,NA,5604501,NA
New Jersey,2020-10-01,803096172,NA,58508647,NA,7.29,NA,NA,743899049,NA,7440873,NA
New Jersey,2020-11-01,931620415,NA,50554535,NA,5.43,NA,NA,872076040,NA,6233822,NA
New Jersey,2020-12-01,996300794,NA,66386516,NA,6.66,NA,NA,929331841,NA,8269676,NA
New Jersey,2021-01-01,958717526,NA,82640979,NA,8.62,NA,NA,886656470,NA,10362389,NA
New Jersey,2021-02-01,742953328,NA,46213864,NA,6.22,NA,NA,689249156,NA,5800343,NA
New Jersey,2021-03-01,859617961,NA,60755472,NA,7.07,NA,NA,780145392,NA,7746512,NA
New Jersey,2021-04-01,747986522,NA,54839217,NA,7.33,NA,NA,681177434,NA,6195676,NA
New Jersey,2021-05-01,814270654,NA,52895430,NA,6.5,NA,NA,734654926,NA,6775113,NA
New Jersey,2021-06-01,766888420,NA,71267544,NA,9.29,NA,NA,683020655,NA,8732715,NA
New Jersey,2021-07-01,578729290,NA,54966257,NA,9.5,NA,NA,529433846,NA,6938914,NA
New Jersey,2021-08-01,664675859,NA,52023081,NA,7.83,NA,NA,612866525,NA,6678542,NA
New Jersey,2021-09-01,1011114311,NA,82440240,NA,8.15,NA,NA,918443445,NA,10172247,NA
New Jersey,2021-10-01,1303198342,NA,84152035,NA,6.46,NA,NA,1179042368,NA,10583756,NA
New Jersey,2021-11-01,1258189436,NA,114788726,NA,9.12,NA,NA,1144161355,NA,14595181,NA
New Jersey,2021-12-01,1229561891,NA,59047673,NA,4.8,NA,NA,1110291461,NA,7482614,NA
New Jersey,2022-01-01,1348860083,NA,60195902,NA,4.46,NA,NA,1209701318,NA,8019906,NA
New Jersey,2022-02-01,985568313,NA,30873369,NA,3.13,NA,NA,899631531,NA,4292710,NA
New Jersey,2022-03-01,1120904954,NA,66404370,NA,5.92,NA,NA,1041402933,NA,8238237,NA
New Jersey,2022-04-01,926946780,NA,50345808,NA,5.43,NA,NA,863143698,NA,6425923,NA
New Jersey,2022-05-01,766412352,NA,61594016,NA,8.04,NA,NA,708369964,NA,7998017,NA
New Jersey,2022-06-01,633184861,NA,39245213,NA,6.2,NA,NA,588892237,NA,4913338,NA
New Jersey,2022-07-01,531888333,NA,45007343,NA,8.46,NA,NA,494894716,NA,5824135,NA
New Jersey,2022-08-01,546774394,NA,65272385,NA,11.94,NA,NA,509178612,NA,8322147,NA
New Jersey,2022-09-01,866719412,NA,97981122,NA,11.3,NA,NA,807776106,NA,12126902,NA
New Jersey,2022-10-01,1060154535,NA,77907041,NA,7.35,NA,NA,987604278,NA,9879163,NA
New Jersey,2022-11-01,1101622966,NA,80426931,NA,7.3,NA,NA,1032597867,NA,10491899,NA
New Jersey,2022-12-01,1055556994,NA,87701471,NA,8.31,NA,NA,998393281,NA,11348015,NA
New Jersey,2023-01-01,1082233033,NA,72330439,NA,6.68,NA,NA,1016375435,NA,9441521,NA
New Jersey,2023-02-01,847405611,NA,54621220,NA,6.45,NA,NA,801400126,NA,7125279,NA
New Jersey,2023-03-01,1025779225,NA,93039999,NA,9.07,NA,NA,975179869,NA,11908154,NA
New Jersey,2023-04-01,833980925,NA,72304036,NA,8.67,NA,NA,798491542,NA,9211004,NA
New Jersey,2023-05-01,778854263,NA,82165404,NA,10.55,NA,NA,741056270,NA,10465932,NA
New Jersey,2023-06-01,591081897,NA,66356838,NA,11.23,NA,NA,558624130,NA,8380344,NA
New Jersey,2023-07-01,587019749,NA,61013433,NA,10.39,NA,NA,561643121,NA,7702784,NA
New Jersey,2023-08-01,725849450,NA,96041019,NA,13.23,NA,NA,697069928,NA,12345166,NA
New Jersey,2023-09-01,1299016274,NA,111145385,NA,8.56,NA,NA,1255482930,NA,14260414,NA
New Jersey,2023-10-01,1293468722,NA,92258295,NA,7.13,NA,NA,1237169067,NA,11797865,NA
New Jersey,2023-11-01,1623072184,NA,95889050,NA,5.91,NA,NA,1567779583,NA,12309198,NA
New Jersey,2023-12-01,1284560140,NA,109426484,NA,8.52,NA,NA,1234081985,NA,13937753,NA
New Jersey,2024-01-01,1719170088,NA,170758334,NA,9.93,NA,NA,1671566914,NA,22211910,NA
New Jersey,2024-02-01,1081171835,NA,67564386,NA,6.25,NA,NA,1043234576,NA,9118306,NA
New Jersey,2024-03-01,1329010828,NA,89687971,NA,6.75,NA,NA,1285251244,NA,11015159,NA
New Jersey,2024-04-01,1044283588,NA,106227937,NA,10.17,NA,NA,1009565037,NA,13772067,NA
New Jersey,2024-05-01,838946057,NA,78750983,NA,9.39,NA,NA,801473576,NA,10372672,NA
New Jersey,2024-06-01,748417965,NA,60066927,NA,8.03,NA,NA,718951632,NA,7997572,NA
New Jersey,2024-07-01,652275524,NA,80027220,NA,12.27,NA,NA,624272786,NA,10265418,NA
New Jersey,2024-08-01,698839707,NA,62726443,NA,8.98,NA,NA,666309360,NA,8024238,NA
New Jersey,2024-09-01,1089701413,NA,119556334,NA,10.97,NA,NA,1031241396,NA,15145976,NA
New Jersey,2024-10-01,1131684366,NA,77463400,NA,6.84,NA,NA,1087890557,NA,10063134,NA
New Jersey,2024-11-01,1224883112,NA,118962664,NA,9.71,NA,NA,1171778677,NA,15265265,NA
New Jersey,2024-12-01,1215654736,NA,62837741,NA,5.17,NA,NA,1163284623,NA,8166762,NA
New Jersey,2025-01-01,1152144676,NA,122194865,NA,10.61,NA,NA,1106152571,NA,15750290,NA
New Jersey,2025-02-01,988882908,NA,73558519,NA,7.44,NA,NA,949582276,NA,9602159,NA
New Jersey,2025-03-01,1107191055,NA,71344935,NA,6.44,NA,NA,1062817687,NA,9036215,NA
New Jersey,2025-04-01,994434816,NA,90510496,NA,9.1,NA,NA,954053098,NA,15508652,NA
New Jersey,2025-05-01,1010645865,NA,102543773,NA,10.15,NA,NA,967147293,NA,13189516,NA
New Jersey,2025-06-01,790415313,NA,91858292,NA,11.62,NA,NA,755046187,NA,11985070,NA
New Jersey,2025-07-01,663997770,NA,74769434,NA,11.26,NA,NA,630920498,NA,14949323,NA
New Jersey,2025-08-01,814312217,NA,81901788,NA,10.06,NA,NA,778776377,NA,16604539,NA
New York,2019-07-01,1365470,2 (0),349468,NA,25.59,NA,NA,NA,NA,34947,NA
New York,2019-08-01,4647958,4 (0),828152,NA,17.82,NA,NA,NA,NA,82815,NA
New York,2019-09-01,13060944,4 (0),2283865,NA,17.49,NA,NA,NA,NA,228387,NA
New York,2019-10-01,14852615,4 (0),2233227,NA,15.04,NA,NA,NA,NA,223323,NA
New York,2019-11-01,17161294,4 (0),1308296,NA,7.62,NA,NA,NA,NA,130830,NA
New York,2019-12-01,16872506,4 (0),780418,NA,4.62,NA,NA,NA,NA,78042,NA
New York,2020-01-01,17169303,4 (0),1943351,NA,11.32,NA,NA,NA,NA,194335,NA
New York,2020-02-01,12872999,4 (0),NA,NA,-1.4,NA,NA,NA,NA,0,NA
New York,2020-03-01,4186276,4 (0),99514,NA,2.38,NA,NA,NA,NA,9951,NA
New York,2020-04-01,0,4 (0),0,NA,0,NA,NA,NA,NA,0,NA
New York,2020-05-01,0,4 (0),0,NA,0,NA,NA,NA,NA,0,NA
New York,2020-06-01,0,4 (0),0,NA,0,NA,NA,NA,NA,0,NA
New York,2020-07-01,0,4 (0),0,NA,0,NA,NA,NA,NA,0,NA
New York,2020-08-01,0,4 (0),0,NA,0,NA,NA,NA,NA,0,NA
New York,2020-09-01,10092604,4 (0),1403543,NA,13.91,NA,NA,NA,NA,140354,NA
New York,2020-10-01,18107259,4 (0),2623464,NA,14.49,NA,NA,NA,NA,262346,NA
New York,2020-11-01,17096320,4 (0),2619676,NA,15.32,NA,NA,NA,NA,261968,NA
New York,2020-12-01,18584384,4 (0),2258771,NA,12.15,NA,NA,NA,NA,225877,NA
New York,2021-01-01,20942309,4 (0),3569855,NA,17.05,NA,NA,NA,NA,356986,NA
New York,2021-02-01,14018760,4 (0),1153276,NA,8.23,NA,NA,NA,NA,115328,NA
New York,2021-03-01,16529015,4 (0),1845685,NA,11.17,NA,NA,NA,NA,184569,NA
New York,2021-04-01,13547816,4 (0),1322623,NA,9.76,NA,NA,NA,NA,132262,NA
New York,2021-05-01,13810327,4 (0),1590114,NA,11.51,NA,NA,NA,NA,159011,NA
New York,2021-06-01,14239819,4 (0),1858642,NA,13.05,NA,NA,NA,NA,185864,NA
New York,2021-07-01,9338107,4 (0),1273621,NA,13.64,NA,NA,NA,NA,127362,NA
New York,2021-08-01,9153602,4 (0),1080571,NA,11.8,NA,NA,NA,NA,108057,NA
New York,2021-09-01,17355782,4 (0),3187045,NA,18.36,NA,NA,NA,NA,318705,NA
New York,2021-10-01,25567296,4 (0),1679614,NA,6.57,NA,NA,NA,NA,167961,NA
New York,2021-11-01,21519094,4 (0),3956490,NA,18.39,NA,NA,NA,NA,395649,NA
New York,2021-12-01,21129981,4 (0),764704,NA,3.62,NA,NA,NA,NA,76470,NA
New York,2022-01-01,1686263898,4 (6),123810127,NA,7.34,NA,NA,1669719034,NA,63316514,NA
New York,2022-02-01,1534078893,4 (7),82149599,NA,5.35,NA,NA,1527568253,NA,42026898,NA
New York,2022-03-01,1644789692,4 (8),114956204,NA,6.99,NA,NA,1638266833,NA,58351264,NA
New York,2022-04-01,1396791941,4 (8),104535898,NA,7.48,NA,NA,1390777875,NA,53151656,NA
New York,2022-05-01,1269862570,4 (8),110418075,NA,8.7,NA,NA,1263484474,NA,56055234,NA
New York,2022-06-01,1056694012,4 (8),72441400,NA,6.86,NA,NA,1051624720,NA,36954884,NA
New York,2022-07-01,804966381,4 (9),73880416,NA,9.18,NA,NA,800753012,NA,37449746,NA
New York,2022-08-01,877407454,4 (9),100760793,NA,11.48,NA,NA,872228171,NA,50912979,NA
New York,2022-09-01,1265023090,4 (9),145039867,NA,11.47,NA,NA,1256704042,NA,73270470,NA
New York,2022-10-01,1555051187,4 (9),146845938,NA,9.44,NA,NA,1543789024,NA,74283908,NA
New York,2022-11-01,1564164673,4 (9),149224901,NA,9.54,NA,NA,1553860982,NA,75695441,NA
